序号,内容
1152,就是就是
1153,活该
1154,人设剧情都很糟糕
1155,牛老师对你才是真爱
1156,富老头只是用来掩盖
1157,就是为了拿国外的奖
1158,舔外卖丑
1159,典型的自我中心主义
1160,中概
1161,就是丑就是丑就是丑
1162,清华美院
1163,国内的审美和我们差出一大截
1164,舞狮他不是还有个球吗
1165,那如果叫好不叫座的事情怎么算呢
1166,哈哈哈哈哈哈哈哈哈哈
1167,哈哈哈哈哈哈哈哈哈哈哈哈
1168,让子弹飞当年的票房第一
1169,你说没赚钱
1170,牛老师
1171,不管他这成不成心
1172,是几个意思
1173,他在雷区蹦迪
1174,就是没事找事
1175,老婆好开
1176,让子弹飞
1177,好开
1178,等等
1179,他管的着我吗
1180,我用人民币结算的
1181,觉得丑没问题
1182,抨击别人
1183,问题就不好了
1184,哈哈哈哈哈哈哈哈
1185,确实是太宽容了
1186,消费者
1187,我
1188,需要你教我艺术
1189,赶紧去死
1190,可以进行商业抵制
1191,但真受不了狂欢一样的道德审判
1192,雄狮豆瓣
1193,到底哪边是资本大家都知道了吧
1194,三连
1195,你可以去打鼓
1196,但你可以打鼓
1197,王家卫
1198,笑死
1199,美末
1200,技术牛逼把
1201,但不妨碍它被喷
1202,傲慢
1203,所以文艺片基本不赚钱
1204,说的好
1205,你可以当柱子
1206,作为一个艺术工作者
1207,虽然的确是这么个理
1208,哈哈哈哈哈哈哈哈哈哈哈哈哈哈
1209,为什么声音这么像半佛
1210,哈哈哈本广东人听懂了
1211,阴兵包场
1212,每张
1213,錜
1214,哈哈哈哈
1215,某导演
1216,个腊鸡观众
1217,小钢炮之前就是这样说电影观众的吧
1218,你喜欢女的
1219,你喜欢的不应该是我这种猛男吗
1220,老婆
1221,爆裂魔女美术黑洋子
1222,就太丑了吧
1223,为了去外国拿奖
1224,恶心死了
1225,哈哈哈哈哈哈哈哈哈哈哈蚌埠住了
1226,总算有大
1227,带头出来喷了
1228,大象席地而坐
1229,哈哈哈哈哈
1230,大家注意了
1231,雄狮豆瓣
1232,哪吒
1233,白蛇
1234,点几
1235,是片方也有出国评奖的打算而迎合西方审美
1236,读的挺好
1237,没字幕也能听懂
1238,这个开始就是想着讨好欧美消费者
1239,准备国外拿奖吧
1240,不好意思
1241,天才都是坚持自己的人
1242,咸
1243,哈哈哈哈哈哈哈哈哈哈哈
1244,建议找个牢坐坐
1245,要三连的时候叫老公
1246,现在喜欢女的了
1247,伄图一堆
1248,就是
